traffic_level,road_condition,weather_severity,road_capacity,historical_delay,distance,demand_level,vehicle_load,previous_disruptions,disruption_prob,disruption
0.312,0.391,0.139,0.72,52.5,2.9,0.251,0.405,3,0.975,1
0.166,0.908,0.569,0.22,102.9,16.1,0.464,0.878,0,0.998,1
0.253,0.899,0.868,0.848,10.3,56.2,0.385,0.504,2,0.847,1
0.568,0.393,0.583,0.629,33.7,52.8,0.911,0.866,1,0.99,1
0.403,0.911,0.718,0.423,17.2,67.4,0.244,0.944,0,0.932,1
0.846,0.997,0.372,0.249,21.3,23.1,0.341,0.599,1,0.956,1
0.488,0.843,0.092,0.33,12.3,65.4,0.639,0.556,1,0.717,0
0.324,0.86,0.458,0.916,17.4,59.1,0.585,0.862,2,0.685,1
0.655,0.324,0.394,0.749,26.4,28.8,0.237,0.671,1,0.971,1
0.736,0.619,0.867,0.4,18.7,47.3,0.206,0.779,2,0.997,1
0.25,0.161,0.244,0.252,23.7,14.2,0.99,0.736,1,0.98,1
0.251,0.185,0.967,0.752,11.5,39.6,0.727,0.407,1,0.983,1
0.133,0.999,0.958,0.658,15.6,75.1,0.492,0.891,2,0.918,1
0.763,0.394,0.248,0.524,24.4,37.0,0.576,0.437,4,0.991,1
0.697,0.773,0.348,0.491,20.2,71.7,0.413,0.953,0,0.917,0
0.527,0.826,0.896,0.373,21.0,51.0,0.476,0.475,2,0.989,1
0.86,0.872,0.967,0.736,25.5,17.9,0.719,0.814,1,0.988,0
0.825,0.998,0.443,0.977,32.1,50.2,0.906,0.499,0,0.784,1
0.627,0.317,0.321,0.341,19.0,44.0,0.347,0.522,4,0.994,1
0.881,0.136,0.526,0.678,32.7,35.1,0.872,0.517,0,0.994,1
0.285,0.47,0.688,0.539,9.7,11.9,0.297,0.824,2,0.97,1
0.201,0.217,0.273,0.557,21.7,36.6,0.372,0.69,0,0.903,0
0.343,0.12,0.736,0.403,29.6,8.0,0.23,0.918,2,0.998,1
0.151,0.424,0.052,0.86,5.5,10.2,0.313,0.515,2,0.438,0
0.578,0.805,0.049,0.588,23.9,36.5,0.934,0.784,2,0.818,1
0.943,0.61,0.386,0.635,24.7,27.3,0.568,0.827,2,0.984,1
0.135,0.382,0.353,0.444,17.1,78.8,0.262,0.406,0,0.85,0
0.21,0.689,0.316,0.345,9.9,33.2,0.968,0.58,0,0.718,1
0.507,0.309,0.491,0.269,23.9,64.9,0.903,0.638,2,0.995,1
0.94,0.113,0.321,0.771,34.4,46.0,0.804,0.549,2,0.995,1
0.385,0.788,0.192,0.357,48.3,60.4,0.947,0.525,2,0.964,0
0.557,0.661,0.309,0.752,25.9,23.6,0.376,0.78,1,0.878,1
0.137,0.786,0.975,0.512,16.6,80.2,0.869,0.451,2,0.965,0
0.234,0.135,0.411,0.533,13.5,46.0,0.752,0.797,1,0.96,1
0.988,0.853,0.445,0.575,69.4,71.0,0.896,0.955,1,0.997,1
0.969,0.658,0.577,0.494,46.7,32.3,0.838,0.696,0,0.995,1
0.104,0.607,0.983,0.28,7.7,10.3,0.477,0.728,1,0.98,1
0.957,0.662,0.242,0.448,51.8,57.9,0.82,0.348,1,0.99,1
0.675,0.878,0.681,0.731,25.4,2.6,0.41,0.905,0,0.932,1
0.881,0.628,0.716,0.733,48.5,41.4,0.463,0.5,2,0.997,1
0.509,0.623,0.607,0.429,38.7,18.0,0.286,0.731,1,0.99,1
0.564,0.992,0.089,0.568,17.2,54.1,0.948,0.985,1,0.625,0
0.54,0.781,0.677,0.355,31.6,83.3,0.433,0.717,1,0.987,1
0.7,0.498,0.064,0.368,22.7,40.5,0.616,0.807,0,0.933,1
0.226,0.737,0.596,0.218,10.9,69.9,0.513,0.612,0,0.906,1
0.127,0.45,0.74,0.917,8.4,44.1,0.968,0.342,3,0.916,1
0.377,0.306,0.211,0.369,28.8,43.2,0.468,0.858,1,0.975,1
0.734,0.637,0.842,0.382,22.3,79.2,0.823,0.324,1,0.993,1
0.282,0.935,0.03,0.424,7.1,75.9,0.884,0.79,3,0.597,1
0.706,0.936,0.844,0.302,36.5,67.2,0.548,0.316,1,0.992,1
0.973,0.408,0.46,0.711,27.1,26.6,0.503,0.904,2,0.993,1
0.185,0.575,0.218,0.26,6.3,47.2,0.798,0.41,6,0.959,1
0.705,0.29,0.134,0.307,21.7,20.6,0.93,0.66,0,0.971,1
0.499,0.996,0.953,0.716,19.7,38.8,0.804,0.718,3,0.975,1
0.881,0.983,0.073,0.472,31.7,42.2,0.382,0.62,2,0.92,1
0.259,0.685,0.199,0.766,7.2,71.0,0.911,0.539,3,0.624,0
0.723,0.824,0.348,0.646,71.0,76.4,0.51,0.627,1,0.989,1
0.854,0.744,0.62,0.405,40.2,36.4,0.661,0.518,1,0.994,1
0.95,0.634,0.545,0.721,29.6,3.5,0.865,0.607,4,0.995,1
0.715,0.148,0.126,0.293,23.6,73.5,0.351,0.551,3,0.994,1
0.547,0.509,0.29,0.629,22.6,16.5,0.828,0.696,1,0.925,1
0.656,0.707,0.239,0.55,31.2,53.6,0.677,0.467,1,0.926,1
0.882,0.71,0.214,0.414,24.4,4.1,0.915,0.992,1,0.97,1
0.614,0.436,0.411,0.683,18.5,35.2,0.338,0.651,0,0.926,1
0.127,0.948,0.704,0.897,32.6,83.8,0.537,0.436,2,0.838,1
0.938,0.251,0.217,0.999,27.9,10.4,0.866,0.634,0,0.94,1
0.721,0.55,0.367,0.686,25.2,37.2,0.215,0.906,2,0.972,1
0.709,0.722,0.391,0.524,48.5,27.5,0.29,0.315,2,0.988,1
0.294,0.727,0.976,0.38,23.7,77.1,0.992,0.776,3,0.995,1
0.693,0.684,0.955,0.406,23.6,74.2,0.424,0.684,3,0.998,1
0.454,0.348,0.8,0.584,28.6,21.7,0.98,0.419,2,0.995,1
0.686,0.241,0.242,0.494,17.5,8.7,0.346,0.872,2,0.985,1
0.196,0.672,0.068,0.931,24.9,54.1,0.489,0.558,2,0.487,1
0.692,0.639,0.317,0.495,27.3,29.9,0.802,0.506,3,0.98,1
0.999,0.261,0.267,0.499,50.2,57.8,0.726,0.88,3,0.999,1
0.143,0.735,0.506,0.507,50.0,4.7,0.665,0.747,2,0.977,1
0.979,0.51,0.778,0.869,63.5,13.1,0.624,0.929,3,0.999,1
0.466,0.701,0.858,0.721,47.7,59.0,0.875,0.741,1,0.991,1
0.884,0.854,0.845,0.691,32.9,19.6,0.388,0.819,3,0.996,1
0.804,0.253,0.36,0.467,26.8,73.2,0.554,0.886,2,0.996,1
0.61,0.117,0.687,0.854,24.6,6.9,0.324,0.338,0,0.985,1
0.765,0.801,0.313,0.231,36.7,19.9,0.677,0.843,1,0.987,1
0.891,0.649,0.061,0.897,54.6,84.9,0.4,0.73,0,0.927,1
0.464,0.73,0.702,0.61,15.1,37.9,0.467,0.349,6,0.99,1
0.394,0.854,0.01,0.519,47.4,60.3,0.577,0.656,0,0.78,1
0.701,0.823,0.409,0.598,42.8,17.2,0.221,0.358,0,0.947,0
0.827,0.965,0.329,0.734,78.5,52.6,0.274,0.815,0,0.984,1
0.786,0.582,0.693,0.21,51.5,62.3,0.749,0.683,1,0.999,1
0.818,0.54,0.766,0.897,25.4,28.1,0.543,0.968,1,0.984,1
0.492,0.462,0.304,0.557,14.0,70.8,0.892,0.428,1,0.898,1
0.836,0.238,0.812,0.474,22.7,52.1,0.756,0.724,1,0.998,1
0.208,0.615,0.294,0.311,10.4,34.3,0.206,0.448,5,0.955,1
0.59,0.349,0.446,0.552,29.0,48.3,0.693,0.73,3,0.993,1
0.105,0.929,0.727,0.597,27.1,49.9,0.275,0.806,2,0.922,1
0.392,0.625,0.693,0.523,44.2,15.7,0.825,0.806,1,0.991,1
0.43,0.634,0.987,0.743,25.4,35.4,0.993,0.871,1,0.984,1
0.457,0.419,0.225,0.537,11.5,30.5,0.625,0.897,1,0.9,1
0.726,0.147,0.662,0.969,21.2,35.3,0.746,0.354,0,0.979,1
0.45,0.129,0.61,0.679,12.8,65.2,0.39,0.54,1,0.978,1
0.504,0.481,0.915,0.846,19.4,42.1,0.55,0.781,0,0.97,1
0.314,0.176,0.156,0.287,18.3,80.0,0.885,0.649,3,0.983,1
0.436,0.646,0.752,0.518,11.6,26.4,0.334,0.433,4,0.986,1
0.305,0.893,0.568,0.469,14.0,36.5,0.412,0.687,1,0.856,1
0.166,0.895,0.275,0.656,7.1,67.3,0.556,0.585,0,0.277,0
0.643,0.693,0.474,0.889,31.7,47.3,0.77,0.573,1,0.924,1
0.701,0.29,0.334,0.263,26.9,47.4,0.501,0.867,0,0.992,1
0.658,0.877,0.579,0.258,26.7,6.4,0.942,0.585,1,0.98,1
0.517,0.897,0.889,0.88,21.3,35.1,0.276,0.319,2,0.947,1
0.442,0.277,0.569,0.37,57.9,24.5,0.497,0.341,0,0.997,1
0.877,0.764,0.632,0.735,25.6,84.9,0.767,0.899,0,0.964,1
0.567,0.358,0.519,0.634,25.1,27.6,0.381,0.972,0,0.975,1
0.531,0.822,0.051,0.866,33.3,75.4,0.725,0.782,0,0.532,1
0.123,0.998,0.233,0.3,15.3,58.1,0.331,0.555,0,0.469,1
0.407,0.127,0.492,0.304,49.9,30.3,0.245,0.957,1,0.999,1
0.442,0.908,0.31,0.645,18.2,47.1,0.297,0.764,4,0.89,1
0.459,0.66,0.182,0.957,20.8,71.8,0.944,0.891,2,0.687,0
0.622,0.976,0.504,0.532,16.9,75.3,0.641,0.836,2,0.928,0
0.58,0.519,0.323,0.462,28.6,15.3,0.837,0.565,3,0.985,1
0.647,0.863,0.258,0.685,21.3,30.2,0.466,0.635,2,0.849,0
0.788,0.156,0.464,0.944,22.3,29.8,0.674,0.43,2,0.985,1
0.832,0.402,0.133,0.87,32.6,5.5,0.596,0.504,3,0.972,1
0.746,0.16,0.928,0.996,30.1,51.7,0.957,0.845,1,0.996,1
0.96,0.978,0.868,0.218,25.2,73.0,0.798,0.926,1,0.997,1
0.116,0.835,0.708,0.29,20.9,33.7,0.784,0.807,2,0.967,1
0.276,0.867,0.106,0.688,21.6,63.4,0.237,0.626,0,0.367,0
0.107,0.944,0.776,0.856,5.8,54.1,0.64,0.361,0,0.452,1
0.683,0.177,0.808,0.428,26.6,33.2,0.574,0.34,3,0.999,1
0.908,0.447,0.768,0.391,41.8,13.7,0.942,0.562,1,0.999,1
0.319,0.164,0.114,0.83,19.3,60.9,0.406,0.625,0,0.763,0
0.934,0.29,0.644,0.245,30.9,72.9,0.416,0.726,2,0.999,1
0.154,0.306,0.834,0.496,9.7,58.9,0.529,0.305,3,0.987,1
0.941,0.522,0.577,0.605,37.7,3.5,0.395,0.993,4,0.999,1
0.416,0.342,0.646,0.648,52.4,19.9,0.303,0.555,1,0.995,1
0.191,0.191,0.458,0.783,21.5,7.8,0.886,0.894,2,0.957,1
0.537,0.251,0.529,0.484,14.6,49.3,0.647,0.674,0,0.976,1
0.331,0.233,0.034,0.69,17.5,64.8,0.889,0.391,1,0.791,1
0.356,0.976,0.639,0.668,42.1,11.2,0.865,0.858,2,0.961,1
0.377,0.783,0.081,0.638,10.9,71.6,0.426,0.797,5,0.829,0
0.823,0.971,0.435,0.712,88.0,48.1,0.638,0.669,1,0.995,1
0.585,0.496,0.293,0.408,59.3,59.3,0.267,0.66,2,0.996,1
0.38,0.351,0.545,0.268,10.7,82.6,0.932,0.361,2,0.982,1
0.649,0.818,0.133,0.295,56.9,8.9,0.523,0.759,3,0.993,1
0.745,0.394,0.692,0.38,25.4,76.8,0.515,0.938,3,0.999,1
0.345,0.369,0.795,0.6,36.6,12.5,0.442,0.365,3,0.996,1
0.472,0.309,0.163,0.872,19.9,34.6,0.569,0.484,1,0.828,1
0.21,0.217,0.104,0.761,14.0,72.7,0.401,0.932,0,0.679,1
0.263,0.331,0.146,0.831,21.7,77.2,0.5,0.499,1,0.754,1
0.713,0.42,0.877,0.481,40.2,44.0,0.84,0.758,2,0.999,1
0.263,0.707,0.528,0.524,7.1,51.3,0.867,0.674,2,0.878,1
0.573,0.156,0.467,0.515,27.8,60.8,0.443,0.717,1,0.992,1
0.738,0.289,0.107,0.353,21.6,71.1,0.575,0.591,1,0.976,1
0.196,0.828,0.65,0.249,11.3,12.1,0.899,0.51,0,0.872,1
0.611,0.232,0.868,0.673,21.7,69.2,0.242,0.334,1,0.994,1
0.331,0.408,0.828,0.991,17.8,41.9,0.911,0.821,4,0.982,1
0.967,0.878,0.626,0.333,30.3,39.4,0.375,0.822,1,0.994,1
0.535,0.239,0.075,0.237,15.1,37.2,0.743,0.77,1,0.969,1
0.825,0.174,0.112,0.824,23.0,44.3,0.666,0.751,1,0.954,1
0.595,0.536,0.049,0.402,15.4,80.4,0.642,0.471,0,0.808,1
0.139,0.372,0.257,0.864,13.0,47.5,0.887,0.316,0,0.53,1
0.67,0.607,0.136,0.763,63.1,81.1,0.281,0.866,0,0.963,1
0.956,0.823,0.26,0.957,25.8,17.0,0.478,0.644,0,0.777,1
0.641,0.223,0.385,0.527,59.9,62.1,0.631,0.515,1,0.997,1
0.837,0.623,0.943,0.73,40.8,69.4,0.849,0.371,2,0.998,1
0.896,0.555,0.61,0.572,37.6,58.4,0.373,0.344,2,0.996,1
0.305,0.23,0.835,0.704,23.2,52.4,0.842,0.544,1,0.988,1
0.291,0.662,0.71,0.56,33.6,48.9,0.52,0.863,0,0.966,1
0.65,0.346,0.113,0.351,17.9,73.5,0.351,0.943,2,0.98,1
0.47,0.539,0.736,0.606,22.3,70.2,0.807,0.928,0,0.973,1
0.856,0.174,0.275,0.623,39.3,12.1,0.273,0.944,2,0.996,1
0.91,0.514,0.639,0.848,36.0,72.4,0.612,0.935,2,0.994,1
0.418,0.376,0.341,0.788,37.3,36.4,0.251,0.669,2,0.968,1
0.313,0.84,0.998,0.731,9.0,23.1,0.485,0.454,2,0.938,1
0.802,0.151,0.264,0.291,37.7,74.2,0.681,0.859,0,0.997,1
0.347,0.477,0.279,0.776,20.1,37.9,0.645,0.45,3,0.902,1
0.84,0.513,0.931,0.6,28.2,69.1,0.524,0.487,4,0.999,1
0.481,0.753,0.025,0.915,18.3,23.9,0.543,0.463,2,0.494,0
0.701,0.617,0.697,0.936,32.1,2.3,0.381,0.66,1,0.972,1
0.186,0.7,0.725,0.244,37.9,43.1,0.565,0.525,3,0.994,1
0.661,0.799,0.836,0.857,26.8,10.3,0.963,0.408,0,0.948,1
0.507,0.876,0.974,0.23,38.8,64.6,0.88,0.617,2,0.998,1
0.628,0.382,0.976,0.494,23.4,24.9,0.316,0.912,2,0.999,1
0.251,0.584,0.065,0.634,7.9,38.8,0.224,0.699,1,0.504,0
0.763,0.856,0.822,0.318,20.0,9.2,0.947,0.915,1,0.993,1
0.877,0.991,0.646,0.797,22.7,25.8,0.621,0.437,0,0.896,1
0.295,0.901,0.647,0.207,14.6,66.9,0.63,0.417,2,0.948,1
0.186,0.434,0.128,0.335,10.8,14.6,0.825,0.703,2,0.879,1
0.121,0.276,0.65,0.665,22.0,55.7,0.452,0.624,2,0.974,1
0.678,0.54,0.982,0.772,37.3,78.1,0.586,0.762,2,0.997,1
0.646,0.767,0.912,0.933,16.9,58.4,0.975,0.856,1,0.951,1
0.592,0.543,0.439,0.764,18.5,69.3,0.738,0.826,1,0.923,0
0.309,0.535,0.04,0.737,12.5,11.0,0.323,0.96,1,0.559,1
0.452,0.854,0.362,0.515,23.2,22.8,0.307,0.579,3,0.93,1
0.635,0.425,0.826,0.201,18.2,76.2,0.363,0.444,4,0.999,1
0.547,0.874,0.701,0.296,15.8,61.4,0.813,0.686,1,0.971,1
0.989,0.466,0.459,0.628,67.9,55.1,0.436,0.378,1,0.998,1
0.223,0.395,0.055,0.74,30.0,57.1,0.217,0.502,4,0.915,1
0.726,0.509,0.427,0.534,21.1,36.4,0.955,0.446,1,0.97,1
0.464,0.786,0.469,0.785,19.4,5.7,0.336,0.578,1,0.807,0
0.485,0.213,0.929,0.617,18.7,67.1,0.208,0.378,1,0.994,1
0.746,0.277,0.641,0.259,42.1,58.3,0.39,0.322,1,0.999,1
0.723,0.956,0.312,0.354,28.8,41.2,0.388,0.76,2,0.964,1
0.992,0.258,0.525,0.872,26.9,76.7,0.538,0.727,0,0.986,1
0.216,0.611,0.066,0.78,25.5,29.9,0.936,0.796,1,0.579,1
0.194,0.621,0.973,0.916,12.4,26.4,0.903,0.762,2,0.938,1
0.752,0.541,0.36,0.294,23.4,74.4,0.566,0.38,0,0.971,1
0.621,0.68,0.478,0.992,22.6,68.1,0.529,0.504,2,0.894,1
0.347,0.307,0.355,0.368,19.0,44.7,0.644,0.391,2,0.973,1
0.171,0.597,0.683,0.209,10.6,12.9,0.395,0.89,2,0.982,1
0.177,0.435,0.662,0.998,8.6,19.9,0.242,0.823,0,0.709,1
0.905,0.696,0.715,0.425,30.2,56.5,0.951,0.441,1,0.994,1
0.273,0.227,0.268,0.734,7.1,34.0,0.349,0.539,1,0.808,1
0.391,0.614,0.316,0.341,32.0,71.4,0.359,0.977,2,0.981,1
0.304,0.267,0.125,0.664,10.4,80.8,0.578,0.716,1,0.794,0
0.419,0.351,0.656,0.923,11.2,68.9,0.593,0.861,3,0.964,1
0.162,0.297,0.04,0.456,20.0,33.3,0.215,0.485,1,0.823,0
0.567,0.265,0.598,0.736,36.5,67.5,0.318,0.447,4,0.997,1
0.161,0.843,0.87,0.35,29.2,31.2,0.503,0.849,0,0.971,1
0.82,0.357,0.891,0.7,30.7,15.9,0.747,0.78,0,0.996,1
0.31,0.934,0.449,0.469,11.2,4.8,0.383,0.777,1,0.766,1
0.586,0.973,0.459,0.369,34.7,34.0,0.538,0.687,1,0.961,1
0.892,0.614,0.077,0.451,40.3,77.0,0.646,0.695,1,0.977,1
0.686,0.229,0.671,0.343,21.4,21.8,0.911,0.815,5,0.999,1
0.58,0.437,0.821,0.922,49.6,19.1,0.461,0.489,0,0.991,1
0.392,0.818,0.245,0.518,11.5,82.5,0.307,0.547,0,0.578,0
0.4,0.431,0.421,0.396,70.8,4.1,0.591,0.91,1,0.998,1
0.703,0.178,0.839,0.559,47.1,67.2,0.797,0.516,0,0.999,1
0.995,0.601,0.877,0.456,42.3,28.7,0.288,0.682,3,1.0,1
0.696,0.861,0.243,0.796,59.3,5.1,0.54,0.792,2,0.968,1
0.602,0.816,0.551,0.977,34.3,78.2,0.214,1.0,2,0.929,1
0.758,0.258,0.192,0.55,22.1,13.6,0.227,0.605,1,0.974,1
0.519,0.705,0.102,0.889,21.7,47.8,0.586,0.6,0,0.486,0
0.154,0.298,0.911,0.653,5.0,24.7,0.439,0.89,2,0.98,1
0.606,0.296,0.821,0.326,22.6,7.4,0.876,0.864,2,0.999,1
0.962,0.887,0.76,0.752,44.3,6.1,0.682,0.812,0,0.988,1
0.258,0.325,0.049,0.611,13.8,11.6,0.563,0.624,0,0.662,0
0.721,0.337,0.844,0.72,24.0,7.9,0.526,0.527,1,0.994,1
0.281,0.101,0.438,0.912,20.6,65.1,0.598,0.726,3,0.969,1
0.582,0.884,0.342,0.552,45.4,42.3,0.232,0.913,2,0.973,1
0.187,0.813,0.546,0.921,5.4,30.5,0.914,0.919,4,0.746,1
0.505,0.665,0.091,0.801,19.9,36.7,0.999,0.376,1,0.622,1
0.781,0.775,0.757,0.591,22.1,79.1,0.345,0.6,3,0.992,1
0.413,0.237,0.582,0.683,28.1,77.6,0.296,0.625,2,0.989,1
0.698,0.512,0.187,0.46,19.1,61.4,0.315,0.984,0,0.937,1
0.816,0.416,0.188,0.987,36.8,75.4,0.729,0.775,0,0.911,1
0.934,0.184,0.184,0.734,28.4,28.5,0.729,0.585,2,0.988,1
0.311,0.538,0.057,0.235,11.1,33.6,0.878,0.318,2,0.834,1
0.459,0.929,0.588,0.461,52.8,52.9,0.801,0.696,2,0.989,1
0.237,0.136,0.84,0.699,6.2,53.8,0.56,0.367,1,0.974,1
0.993,0.362,0.017,0.245,33.5,42.0,0.69,0.884,3,0.997,1
0.934,0.287,0.049,0.219,23.7,35.3,0.751,0.827,2,0.994,1
0.586,0.314,0.573,0.56,24.6,83.9,0.61,0.622,1,0.988,1
0.858,0.918,0.819,0.466,31.9,70.2,0.581,0.6,4,0.998,1
0.569,0.521,0.327,0.551,20.0,38.1,0.716,0.928,2,0.965,1
0.661,0.52,0.35,0.41,18.7,62.4,0.646,0.502,0,0.947,1
0.18,0.785,0.596,0.332,11.6,24.4,0.715,0.474,1,0.878,1
0.78,0.239,0.274,0.751,36.2,10.3,0.69,0.957,1,0.986,1
0.215,0.539,0.027,0.612,28.2,31.3,0.775,0.866,2,0.819,1
0.843,0.487,0.735,0.36,32.4,35.4,0.714,0.874,2,0.999,1
0.804,0.637,0.626,0.456,33.5,3.4,0.616,0.437,1,0.992,1
0.738,1.0,0.581,0.673,21.8,69.6,0.745,0.4,1,0.902,1
0.133,0.793,0.742,0.258,8.4,31.8,0.56,0.318,1,0.901,1
0.373,0.458,0.675,0.318,12.0,50.2,0.393,0.466,1,0.977,1
0.337,0.845,0.206,0.259,12.7,8.1,0.201,0.842,0,0.747,1
0.424,0.254,0.352,0.85,14.4,16.5,0.648,0.468,2,0.921,1
0.179,0.127,0.126,0.802,15.5,75.8,0.673,0.81,3,0.892,1
0.943,0.284,0.13,0.803,36.0,52.5,0.978,0.476,2,0.984,1
0.598,0.406,0.676,0.773,58.5,80.9,0.489,0.577,0,0.995,1
0.375,0.56,0.859,0.736,12.6,84.9,0.515,0.988,3,0.982,1
0.457,0.654,0.963,0.582,26.8,32.9,0.361,0.471,2,0.992,1
0.502,0.92,0.628,0.714,38.1,26.8,0.256,0.563,0,0.918,1
0.641,0.559,0.184,0.231,28.3,73.2,0.818,0.511,2,0.98,1
0.564,0.551,0.106,0.697,18.5,84.9,0.4,0.377,0,0.696,0
0.927,0.145,0.813,0.822,27.8,54.3,0.687,0.643,2,0.998,1
0.547,0.131,0.579,0.6,14.3,68.0,0.75,0.565,1,0.986,1
0.993,0.596,0.618,0.486,30.3,66.9,0.577,0.786,2,0.997,1
0.866,0.494,0.781,0.422,42.1,31.5,0.901,0.872,2,0.999,1
0.288,0.855,0.703,0.714,7.9,49.7,0.555,0.681,3,0.888,1
0.938,0.245,0.834,0.754,27.2,71.1,0.428,0.323,1,0.997,1
0.205,0.122,0.056,0.897,23.5,59.1,0.917,0.733,1,0.775,1
0.836,0.504,0.748,0.474,43.8,3.8,0.889,0.339,3,0.999,1
0.443,0.314,0.851,0.816,20.2,29.9,0.331,0.731,2,0.989,1
0.89,0.145,0.286,0.649,40.2,14.0,0.221,0.78,2,0.997,1
0.881,0.752,0.64,0.906,29.4,21.3,0.272,0.438,0,0.948,1
0.825,0.2,0.314,0.622,23.2,77.2,0.429,0.874,3,0.994,1
0.811,0.647,0.958,0.614,27.9,5.1,0.978,0.938,1,0.996,1
0.374,0.353,0.033,0.662,22.4,20.2,0.647,0.869,2,0.884,1
0.173,0.256,0.58,0.799,48.7,27.7,0.499,0.514,0,0.975,1
0.463,0.442,0.167,0.972,12.6,53.2,0.911,0.711,2,0.718,1
0.256,0.821,0.712,0.259,17.0,46.3,0.563,0.94,1,0.969,1
0.725,0.453,0.176,0.243,24.1,20.1,0.452,0.524,3,0.99,1
0.411,0.776,0.235,0.95,20.9,15.6,0.953,0.874,2,0.631,1
0.978,0.213,0.494,0.624,24.8,21.7,0.88,0.307,2,0.996,1
0.677,0.795,0.915,0.692,22.6,43.7,0.875,0.303,1,0.978,1
0.84,0.313,0.212,0.586,46.7,24.5,0.61,0.832,3,0.997,1
0.219,0.71,0.144,0.275,17.6,80.7,0.832,0.833,1,0.826,1
0.876,0.609,0.759,0.814,30.9,40.5,0.343,0.852,2,0.993,1
0.93,0.936,0.501,0.798,28.3,6.9,0.659,0.951,2,0.96,1
0.538,0.449,0.912,0.449,18.8,62.5,0.987,0.383,2,0.995,1
0.646,0.16,0.147,0.445,23.4,29.3,0.433,0.462,1,0.976,1
0.788,0.117,0.646,0.87,46.8,56.2,0.835,0.933,1,0.998,1
0.257,0.844,0.233,0.258,57.7,25.2,0.592,0.424,1,0.96,1
0.552,0.572,0.157,0.905,22.5,49.4,0.232,0.778,3,0.863,1
0.459,0.798,0.683,0.405,19.0,66.1,0.81,0.671,1,0.964,1
0.232,0.311,0.594,0.674,33.9,79.0,0.335,0.358,2,0.983,1
0.431,0.411,0.755,0.949,19.1,23.7,0.705,0.5,1,0.952,0
0.161,0.127,0.309,0.742,16.1,29.8,0.269,0.664,2,0.923,1
0.123,0.965,0.448,0.532,7.0,40.5,0.957,0.897,3,0.75,1
0.222,0.701,0.405,0.752,26.0,79.0,0.433,0.795,1,0.796,1
0.967,0.94,0.984,0.475,35.6,76.8,0.381,0.735,3,0.999,1
0.595,0.339,0.292,0.422,39.7,9.5,0.303,0.647,1,0.99,0
0.969,0.65,0.295,0.997,47.0,13.0,0.957,0.509,2,0.975,1
0.489,0.711,0.355,0.801,15.9,43.1,0.77,0.383,0,0.654,1
0.381,0.386,0.565,0.716,28.4,10.8,0.793,0.586,3,0.985,1
0.556,0.863,0.252,0.484,38.0,30.7,0.6,0.32,2,0.935,1
0.496,0.952,0.915,0.239,18.8,14.3,0.58,0.448,3,0.991,1
0.195,0.896,0.266,0.225,7.7,54.8,0.288,0.603,0,0.59,0
0.677,0.765,0.896,0.643,17.0,80.8,0.648,0.593,0,0.968,1
0.294,0.35,0.103,0.81,16.4,84.7,0.398,0.331,0,0.585,0
0.658,0.353,0.657,0.63,23.0,33.1,0.982,0.712,2,0.993,1
0.685,0.967,0.907,0.873,29.3,51.7,0.837,0.685,3,0.983,1
0.237,0.109,0.169,0.227,9.0,73.1,0.53,0.355,1,0.935,1
0.155,0.744,0.968,0.493,33.3,11.7,0.321,0.96,0,0.981,1
0.803,0.736,0.453,0.39,24.5,59.2,0.828,0.37,0,0.96,1
0.514,0.66,0.946,0.558,16.7,35.9,0.298,0.898,1,0.987,1
0.152,0.991,0.677,0.258,13.6,19.1,0.351,0.3,1,0.842,1
0.995,0.381,0.302,0.963,35.2,35.4,0.369,0.918,1,0.976,1
0.152,0.406,0.188,0.379,7.4,8.3,0.646,0.314,0,0.674,1
0.726,0.171,0.304,0.938,22.9,59.7,0.83,0.83,5,0.991,1
0.985,0.499,0.093,0.541,27.4,23.0,0.451,0.553,2,0.977,1
0.315,0.335,0.144,0.988,26.9,27.8,0.268,0.817,1,0.744,1
0.228,0.409,0.105,0.643,27.8,12.0,0.572,0.581,2,0.872,1
0.209,0.851,0.423,0.945,14.5,73.8,0.798,0.35,1,0.43,1
0.373,0.942,0.796,0.204,28.1,43.0,0.377,0.837,1,0.986,1
0.191,0.267,0.141,0.799,24.7,49.5,0.376,0.35,2,0.848,1
0.723,0.435,0.13,0.922,20.3,49.3,0.958,0.945,0,0.775,1
0.156,0.936,0.643,0.312,54.7,36.1,0.963,0.336,1,0.976,1
0.558,0.156,0.197,0.277,39.8,18.0,0.992,0.636,0,0.991,1
0.997,0.183,0.098,0.54,28.4,63.8,0.846,0.806,0,0.985,1
0.833,0.247,0.167,0.947,23.9,12.5,0.351,0.575,2,0.956,1
0.654,0.636,0.924,0.634,18.4,10.6,0.37,0.452,1,0.986,1
0.376,0.235,0.821,0.622,11.6,60.9,0.472,0.831,2,0.991,1
0.662,0.971,0.354,0.313,37.2,19.3,0.455,0.849,3,0.986,1
0.574,0.502,0.656,0.201,23.9,27.5,0.965,0.946,2,0.997,1
0.483,0.551,0.537,0.848,35.0,41.4,0.831,0.563,2,0.968,1
0.218,0.322,0.677,0.27,26.0,39.3,0.779,0.654,0,0.988,1
0.898,0.524,0.683,0.707,36.4,60.8,0.349,0.554,3,0.997,1
0.505,0.696,0.629,0.932,30.0,53.7,0.928,0.48,0,0.887,0
0.275,0.776,0.266,0.367,7.2,55.5,0.862,0.826,1,0.75,1
